1002	On Amendment No 12	p[(p/n)   n[n[(n/n)   n[n   (n\\n)]]]]
1003	  ( Commotion )	n[punc   n[n[n   punc]]]
1003	  ( Heckling )	n[n[n[punc   n]] punc]
1003	  ( Uproar )	n[punc   n[n[n   punc]]]
1003	  ( Uproar in the Chamber )	n[punc   n[n[n[n] (n\\n)[((n\\n)/n)   n[(n/n)   n]]] punc]]
1005	That concludes the vote .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]] punc]
1009	All other aspects are secondary .	s[s[n[(n/n)   n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)]] punc]
1009	Everything else is incidental .	s[s[n[n   (n\\n)] (s\\n)[((s\\n)/(s\\n))   (s\\n)]] punc]
100	  ( Interruption by the President )	n[punc   n[n[n[n] (n\\n)[((n\\n)/n)   n[(n/n)   n]]] punc]]
1010	More needs to be done .	s[s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)]]]] punc]
1010	We must go further .	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]] punc]
1010	We need to go further .	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]]] punc]
1011	The figures speak for themselves .	s[s[n[(n/n)   n] (s\\n)[((s\\n)/p)   p[(p/n)   n]]] punc]
1015	What does this mean ?	s[s[(s/(s/n))   (s/n)[(s/(s\\n))[((s/(s\\n))/n)   n] ((s\\n)/n)]] punc]
1015	What is at issue here ?	s[s[(s/(s\\n))   (s\\n)[(s\\n)[((s\\n)/p)   p[(p/n)   n[n]]] ((s\\n)\\(s\\n))]] punc]
1015	What is going on ?	s[s[(s/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]] punc]
1015	What is it about ?	s[s[(s/(s/n))   (s/n)[(s/n)[((s/n)/n)   n] (s\\s)]] punc]
1015	What is this all about ?	s[s[(s/(s/n))   (s/n)[(s/n)[(s/n)[((s/n)/n)   n] (s\\s)] (s\\s)]] punc]
1016	It is very important .	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)]]] punc]
1016	That is extremely important .	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)]]] punc]
1016	This is an essential point .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]] punc]
1016	This is crucial .	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)]] punc]
1016	This is fundamental .	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)]] punc]
1016	This is the fundamental point .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]] punc]
1016	This is very important .	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)]]] punc]
1017	I need say no more .	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]] punc]
1018	That is the fundamental problem .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]] punc]
1018	This is the core issue .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]] punc]
1019	Create a good Charter . "	(s\\n)[(s\\n)[(s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]] punc] punc]
1019	We have done that .	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n]]] punc]
101	  ( Lively applause )	n[punc   n[n[n[(n/n)   n]] punc]]
101	  ( Loud applause )	n[punc   n[n[n[(n/n)   n]] punc]]
101	  ( Sustained applause )	n[punc   n[n[n[(n/n)   n]] punc]]
101	  ( Vigorous applause )	n[punc   n[n[n[(n/n)   n]] punc]]
1020	That was successful too .	s[s[n   (s\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)] ((s\\n)\\(s\\n))]] punc]
1020	This came to fruition .	s[s[n   (s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]] punc]
1021	Many thanks , Commission President .	n[n[n[n[(n/n)   n]] (n\\n)[punc   n[n[(n/n)   n]]]] punc]
1021	Thank you , Mr Santer .	(s\\n)[(s\\n)[(s\\n)[((s\\n)/n)   n] ((s\\n)\\(s\\n))[punc   n[n[(n/n)   n]]]] punc]
1024	I voted against .	s[s[n   (s\\n)[(s\\n)   ((s\\n)\\(s\\n))]] punc]
1024	I voted against the report .	s[s[n   (s\\n)[((s\\n)/p)   p[(p/n)   n[(n/n)   n]]]] punc]
1024	I voted against this report .	s[s[n   (s\\n)[((s\\n)/p)   p[(p/n)   n[(n/n)   n]]]] punc]
1026	I welcome this proposal .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]] punc]
1027	There are risks .	s[s[n   (s\\n)[((s\\n)/n)   n[n]]] punc]
1027	There is a risk .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]] punc]
1028	The reason is clear .	s[s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]] punc]
1028	The reason is plain .	s[s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]] punc]
1029	This is indeed significant .	s[s[n   (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)]] punc]
102	It is our duty .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]] punc]
102	That is our duty .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]] punc]
102	That is our task .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]] punc]
102	We must and we will .	s[s[s[n   (s\\n)] (s\\s)[conj   s[n   (s\\n)]]] punc]
1030	It bears no relation .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]] punc]
1030	It is no such thing .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]] punc]
1033	There is another reason .	s[s[n   (s\\n)[((s\\n)/n)   n[(n/n)   n]]] punc]
1035	But it is not enough .	s[s[(s/s)   s[n   (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)]]] punc]
1035	It is not enough .	s[s[n   (s\\n)[((s\\n)/n)[((s\\n)/n)   ((s\\n)\\(s\\n))] n[n]]] punc]
1035	That is not enough .	s[s[n   (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)]] punc]
1035	That is not good enough .	s[s[n   (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]] punc]
