1	HOSTESS IS AWFUL	s[n[n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]
1	Very Acidic coffee gave me indigestion	s[n[n[(n/n)[((n/n)/(n/n))   (n/n)] n]] (s\\n)[((s\\n)/n)[(((s\\n)/n)/n)   n] n[n]]]
1	Not Kool Aid	s[(s/n)   n[n[(n/n)   n]]]
1	Stale , stale , stale	s[s[s[s[s   punc] (s\\s)] punc] (s\\s)]
1	These are NOT the spicy Slim Jims !	s[s[n   (s\\n)[((s\\n)/n)[((s\\n)/n)   ((s\\n)\\(s\\n))] n[(n/n)   n[(n/n)   n[(n/n)   n]]]]] punc]
1	Wow ... really bad . Very strange after - taste	s[(s/s)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[punc   (s\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)] punc]]]] s[n[n[n[(n/n)[((n/n)/(n/n))   (n/n)] n]] punc] (s\\n)]]
1	There are better cake mixes out there !	s[s[n   (s\\n)[(s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/((s\\n)\\(s\\n)))   ((s\\n)\\(s\\n))]]] punc]
1	These are horrible - thought I cancelled these last week . Will send back@ !	s[s[n   (s\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/(s\\n))   (s\\n)[((s\\n)/s)   s[n   (s\\n)[(s\\n)[((s\\n)/n)   n] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/((s\\n)\\(s\\n)))   ((s\\n)\\(s\\n))]]]]]]] (s\\s)[((s\\s)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))] punc]]]]
1	What happen to the price !	s[s[(s/(s\\n))   (s\\n)[((s\\n)/p)   p[(p/n)   n[(n/n)   n]]]] punc]
1	Picture does not show a thousand words	s[n[n] (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]]
1	Not what 's advertised	s[(s/n)   n[(n/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)]]]
1	Beet sugar is refined white sugar / sucrose !	s[s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n[(n/n)   n[n[(n/n)   n] (n\\n)[conj   n]]]]]] punc]
1	The design is failure	s[n[(n/n)   n] (s\\n)[((s\\n)/n)   n[n]]]
1	This Tea Tastes Terrible ...	s[s[n[(n/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]] punc]
1	Like cough syrup ? You 'll love Cherry Vanilla Creme !	s[(s/s)[(s/s)[((s/s)/n)   n[n[(n/n)   n]]] punc] s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]]]]]] punc]]
1	honesty is the best policy ... ?	s[s[s[n[n] (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]] punc] punc]
1	Kirkland Maple Syrup taste is Down , and price is Up!- Found Better ...	s[s[s[s[n[n[(n/n)   n[(n/n)   n[(n/n)   n]]]] (s\\n)[((s\\n)/(s\\n))   (s\\n)]] punc] (s\\s)[conj   s[n[n] (s\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)] ((s\\n)\\(s\\n))[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]]]]] punc]
1	This is lousy coffee - very far from being a dark roast	s[n   (s\\n)[((s\\n)/n)   n[n[n[(n/n)   n]] (n\\n)[punc   (n\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/p)   p[(p/(s\\n))   (s\\n)[((s\\n)/n)   n[(n/n)   n[(n/n)   n]]]]]]]]]]]
1	WHAT WAS THIS ? !	s[s[s[(s/(s/n))   (s/n)[((s/n)/n)   n]] punc] punc]
1	I only received 2 packs intead of the advertized 3 packs	s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n[n[n[(n/n)   n]] (n\\n)] (n\\n)[((n\\n)/n)   n[(n/n)   n[(n/n)   n[(n/n)   n]]]]]]]]
1	Blue Mountain Is No Longer Organic or Solvent - Free	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/((s\\n)\\(s\\n)))   ((s\\n)\\(s\\n))]] (s\\n)[(s\\n)[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[conj   (s\\n)]] punc] ((s\\n)\\(s\\n))]]]
1	Low Quality Coconut Milk- Do Not Buy !	s[n[n[(n/n)[((n/n)/(n/n))   (n/n)] n[(n/n)   n]]] (s\\n)[(s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)] punc]]
1	Picture is not what I received ! Very disappointed !	s[s[n[n] (s\\n)[(s\\n)[(s\\n)[((s\\n)/n)[((s\\n)/n)   ((s\\n)\\(s\\n))] n[(n/(s/n))   (s/n)[(s/(s\\n))[n] ((s\\n)/n)]]] punc] ((s\\n)\\(s\\n))[(s\\n)[((s\\n)/(s\\n))   (s\\n)]]]] punc]
1	Freezer Works Better	s[n[n] (s\\n)[(s\\n)   ((s\\n)\\(s\\n))]]
1	You have to be kidding me ...	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n]]]]] punc]
1	Misleading is an understatement ...	s[s[(s\\n)   (s\\(s\\n))[((s\\(s\\n))/n)   n[(n/n)   n]]] punc]
1	Short - changed ! ! !	s[s[s[s[s[s   punc] (s\\s)] punc] punc] punc]
1	Not for these cats	s[(s/p)   p[(p/n)   n[(n/n)   n]]]
1	* * All 12 cans severely dented * *	s[s[(s/s)   s[(s/s)   s[n[n[(n/n)[((n/n)/(n/n))   (n/n)] n]] (s\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)] punc]]]] punc]
1	Very , very old tea -- be careful !	s[n[n[n[(n/n)[((n/n)/(n/n))   (n/n)[punc   (n/n)[((n/n)/(n/n))   (n/n)]]] n]] punc] (s\\n)[(s\\n)[((s\\n)/(s\\n))   (s\\n)] punc]]
1	You wo n't get what you think you 're buying ... !	s[s[s[n   (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)[((s\\n)/n)   n[(n/(s/n))   (s/n)[(s/(s\\n))[n] ((s\\n)/n)[((s\\n)/s)   (s/n)[(s/(s\\n))[n] ((s\\n)/n)[((s\\n)/(s\\n))   ((s\\n)/n)]]]]]]]] punc] punc]
1	The bags are plastic !	s[s[n[(n/n)   n] (s\\n)[((s\\n)/n)   n[n]]] punc]
1	positive reviews are repeats	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[n]]]
1	This is not a Cultures for Health product	s[n   (s\\n)[((s\\n)/n)[((s\\n)/n)   ((s\\n)\\(s\\n))] n[(n/n)   n[(n/n)[(n/n)   ((n/n)\\(n/n))[(((n/n)\\(n/n))/n)   n[n]]] n]]]]
1	This is not exactly a can of jalape&ntilde;os ...	s[n   (s\\n)[((s\\n)/n)[((s\\n)/n)[((s\\n)/n)   ((s\\n)\\(s\\n))] ((s\\n)\\(s\\n))] n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[n[n   punc]]]]]]
1	you got to be kidding me	s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n]]]]]
1	Hershey 's reverse Midas ' touch	s[n[n[(n/n)   n]] (s\\n)[((s\\n)/n)   n[(n/n)[n[n] ((n/n)\\n)] n]]]
1	They want to fool you with the size of the box	s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)[(s\\n)[((s\\n)/n)   n] ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n[(n/n)   n] (n\\n)[((n\\n)/n)   n[(n/n)   n]]]]]]]]
1	Warning ! Made in China - these can harm your pet	s[(s/s)[(s/s)   punc] s[(s/s)[(s\\n)[(s\\n)   ((s\\n)\\(s\\n))[(((s\\n)\\(s\\n))/n)   n[n]]]] s[punc   s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[(n/n)   n]]]]]]]
1	This tasted sooo bad ...	s[s[n   (s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/(s\\n))   (s\\n)]]] punc]
1	Aspartame ? ICK	s[s[s   punc] (s\\s)]
1	BLECK ! ! !	s[s[s[s   punc] punc] punc]
1	It must just be me ....	s[s[n   (s\\n)[((s\\n)/(s\\n))[((s\\n)/(s\\n))   ((s\\n)\\(s\\n))] (s\\n)[((s\\n)/n)   n]]] punc]
1	What are these cereal bits in my candy ?	s[s[(s/(s\\n))   (s\\n)[((s\\n)/n)   n[n[(n/n)   n[(n/n)   n]] (n\\n)[((n\\n)/n)   n[(n/n)   n]]]]] punc]
1	WHY DOES IT TASTE SPICY?? ... EWWW	s[s[s[(s/s)   s[(s/(s\\n))[((s/(s\\n))/n)   n] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]] punc] (s\\s)]
1	bad tasting candy , other reviews were right .	s[s[(s/s)[(s\\n)[((s\\n)/(s\\n))   (s\\n)[((s\\n)/n)   n[n]]]] s[punc   s[n[n[(n/n)   n]] (s\\n)[((s\\n)/(s\\n))   (s\\n)]]]] punc]
1	Flies ignore it	s[n[n] (s\\n)[((s\\n)/n)   n]]
